!SIL	sil
<unk>	spn
czytelniczki	tS i2 t e l n i tS k i
czytelniczym	tS i2 t e l n i tS i2 m
czytelnik	tS i2 t e l n i k
czytelnikom	tS i2 t e l n i k o m
czytelników	tS i2 t e l n i k u v
czytelnym	tS i2 t e l n i2 m
czyści	tS i2 sj tsj i
czyściutkie	tS i2 sj tsj u t k i e
czyścić	tS i2 sj tsj i tsj
czyż	tS i2 S
czyżby	tS i2 Z b i2
czyżbyśmy	tS i2 Z b i2 sj m i2
czyżewskiego	tS i2 Z e v s k i e g o
cząstka	tS oc5 s t k a
cząstkę	tS oc5 s t k e
częste	tS eo5 s t e
często	tS eo5 s t o
częstochową	tS eo5 s t o h o v oc5
częstować	tS eo5 s t o v a tsj
częstowała	tS eo5 s t o v a w a
częstość	tS eo5 s t o sj tsj
częstuje	tS eo5 s t u j e
części	tS eo5 sj tsj i
częściach	tS eo5 sj tsj a h
częściej	tS eo5 sj tsj e j
częściom	tS eo5 sj tsj o m
częściowej	tS eo5 sj tsj o v e j
częściowo	tS eo5 sj tsj o v o
częścią	tS eo5 sj tsj oc5
część	tS eo5 sj tsj
członek	tS w o n e k
członka	tS w o n k a
członkami	tS w o n k a m i
członkiem	tS w o n k i e m
członkom	tS w o n k o m
członkostwa	tS w o n k o s t f a
członkostwem	tS w o n k o s t f e m
członkostwo	tS w o n k o s t f o
członkowie	tS w o n k o v i e
członkowski	tS w o n k o v s k i
członkowskich	tS w o n k o v s k i h
członkowskie	tS w o n k o v s k i e
członkowskiego	tS w o n k o v s k i e g o
członkowskiej	tS w o n k o v s k i e j
członkowskimi	tS w o n k o v s k i m i
członkowską	tS w o n k o v s k oc5
członków	tS w o n k u v
człowieczeństwem	tS w o v i e tS e n~ s t f e m
człowieczeństwo	tS w o v i e tS e n~ s t f o
człowiek	tS w o v i e k
człowieka	tS w o v i e k a
człowiekiem	tS w o v i e k i e m
człowiekowi	tS w o v i e k o v i
człowieku	tS w o v i e k u
córce	c u r c e
córka	c u r k a
córki	c u r k i
córką	c u r k oc5
córkę	c u r k e
cóż	c u S
d	d e
da	d a
dach	d a h
dachach	d a h a h
dachem	d a h e m
dachu	d a h u
dachów	d a h u v
dagestan	d a g e s t a n
daj	d a j
dajcie	d a j tsj e
daje	d a j e
dajemy	d a j e m i2
dają	d a j oc5
dając	d a j oc5 c
dające	d a j oc5 c e
dającej	d a j oc5 c e j
dający	d a j oc5 c i2
dającą	d a j oc5 c oc5
daję	d a j e
dalece	d a l e c e
dalej	d a l e j
daleka	d a l e k a
dalekie	d a l e k i e
dalekiego	d a l e k i e g o
dalekiej	d a l e k i e j
dalekim	d a l e k i m
daleko	d a l e k o
daleką	d a l e k oc5
dali	d a l j
daliśmy	d a l j sj m i2
dallal	d a l l a l
dalsze	d a l S e
dalszego	d a l S e g o
dalszej	d a l S e j
dalszy	d a l S i2
dalszych	d a l S i2 h
dalszym	d a l S i2 m
dalszą	d a l S oc5
damian	d a m i a n
damie	d a m i e
dancingach	d a n tsj i n g a h
dane	d a n e
danego	d a n e g o
danej	d a n e j
dania	d a n i a
daniel	d a n i e l
danii	d a n i i
dano	d a n o
danuta	d a n u t a
danuty	d a n u t i2
dany	d a n i2
danych	d a n i2 h
danym	d a n i2 m
dar	d a r
darami	d a r a m i
darem	d a r e m
dariusz	d a r j u S
darmo	d a r m o
darmowo	d a r m o v o
darować	d a r o v a tsj
darowizn	d a r o v i z n
darowizna	d a r o v i z n a
darowizną	d a r o v i z n oc5
darowuje	d a r o v u j e
darwin	d a r v i n
dary	d a r i2
darów	d a r u v
daschle	d a s h l e
dat	d a t
data	d a t a
datek	d a t e k
datki	d a t k i
datków	d a t k u v
datowany	d a t o v a n i2
datująca	d a t u j oc5 c a
daty	d a t i2
datą	d a t oc5
datę	d a t e
david	d a f i d
dawali	d a v a l j
dawanej	d a v a n e j
dawał	d a v a w
dawała	d a v a w a
dawało	d a v a w o
dawały	d a v a w i2
dawcą	d a v c oc5
dawid	d a v i d
dawka	d a v k a
dawkach	d a v k a h
dawna	d a v n a
dawne	d a v n e
dawnego	d a v n e g o
dawni	d a v n i
dawniej	d a v n i e j
dawno	d a v n o
dawny	d a v n i2
dawnych	d a v n i2 h
dawnym	d a v n i2 m
dawną	d a v n oc5
dawszy	d a v S i2
day	d a i2
dać	d a tsj
dał	d a w
dała	d a w a
dałby	d a w b i2
dałem	d a w e m
dało	d a w o
dba	d b a
dbajmy	d b a j m i2
dbają	d b a j oc5
dbając	d b a j oc5 c
dbające	d b a j oc5 c e
dbających	d b a j oc5 c i2 h
dbali	d b a l j
dbamy	d b a m i2
dbała	d b a w a
dbałość	d b a w o sj tsj
de	d e
dea	d e a
dealer	d e a l e r
dealera	d e a l e r a
dealerzy	d e a l e Z i2
dean	d e a n
debacie	d e b a tsj e
debat	d e b a t
debata	d e b a t a
debatach	d e b a t a h
debatował	d e b a t o v a w
debaty	d e b a t i2
debatą	d e b a t oc5
debatę	d e b a t e
debbie	d e b b i e
decjusza	d e c j u S a
decybeli	d e c i2 b e l j
decydenci	d e c i2 d e n tsj i
decydentach	d e c i2 d e n t a h
decydentom	d e c i2 d e n t o m
decydentów	d e c i2 d e n t u v
decydować	d e c i2 d o v a tsj
decydował	d e c i2 d o v a w
decydowała	d e c i2 d o v a w a
decydowało	d e c i2 d o v a w o
decydowały	d e c i2 d o v a w i2
decyduje	d e c i2 d u j e
decydują	d e c i2 d u j oc5
decyzja	d e c i2 z j a
decyzje	d e c i2 z j e
decyzji	d e c i2 z j i
decyzjom	d e c i2 z j o m
decyzją	d e c i2 z j oc5
decyzję	d e c i2 z j e
decyzyjnych	d e c i2 z i2 j n i2 h
deczin	d e tS i n
dedo	d e d o
dedukował	d e d u k o v a w
dedykowanej	d e d i2 k o v a n e j
deficyt	d e f i c i2 t
deficytowe	d e f i c i2 t o v e
deficytowych	d e f i c i2 t o v i2 h
deficytu	d e f i c i2 t u
definicje	d e f i n i c j e
definicji	d e f i n i c j i
definicję	d e f i n i c j e
definitywnie	d e f i n i t i2 v n i e
deformacje	d e f o r m a c j e
degradacji	d e g r a d a c j i
degradacją	d e g r a d a c j oc5
degradowanie	d e g r a d o v a n i e
degrengolada	d e g r e n g o l a d a
dei	d e i
dekady	d e k a d i2
dekadę	d e k a d e
deklaracjach	d e k l a r a c j a h
deklaracjami	d e k l a r a c j a m i
deklaracje	d e k l a r a c j e
deklaracji	d e k l a r a c j i
deklaracją	d e k l a r a c j oc5
deklarację	d e k l a r a c j e
deklarowali	d e k l a r o v a l j
deklarowanego	d e k l a r o v a n e g o
deklarował	d e k l a r o v a w
deklarowało	d e k l a r o v a w o
deklarują	d e k l a r u j oc5
dekomunizację	d e k o m u n i z a c j e
dekoracje	d e k o r a c j e
dekorowanych	d e k o r o v a n i2 h
dekretowane	d e k r e t o v a n e
dekretu	d e k r e t u
dekrety	d e k r e t i2
del	d e l
delegaci	d e l e g a tsj i
delegacja	d e l e g a c j a
delegacje	d e l e g a c j e
delegacji	d e l e g a c j i
delegację	d e l e g a c j e
delegat	d e l e g a t
delegatury	d e l e g a t u r i2
delegatów	d e l e g a t u v
delikatna	d e l j k a t n a
delikatny	d e l j k a t n i2
della	d e l l a
delphi	d e l p h j
demagogii	d e m a g o g i i
demagogów	d e m a g o g u v
dembowski	d e m b o v s k i
demograficzne	d e m o g r a f i tS n e
demograficznego	d e m o g r a f i tS n e g o
demograficznej	d e m o g r a f i tS n e j
demografii	d e m o g r a f i i
demokraci	d e m o k r a tsj i
demokracja	d e m o k r a c j a
demokracjach	d e m o k r a c j a h
demokracje	d e m o k r a c j e
demokracji	d e m o k r a c j i
demokracją	d e m o k r a c j oc5
demokrację	d e m o k r a c j e
demokratami	d e m o k r a t a m i
demokratom	d e m o k r a t o m
demokratyczna	d e m o k r a t i2 tS n a
demokratyczne	d e m o k r a t i2 tS n e
demokratycznej	d e m o k r a t i2 tS n e j
demokratycznemu	d e m o k r a t i2 tS n e m u
demokratyczny	d e m o k r a t i2 tS n i2
demokratycznych	d e m o k r a t i2 tS n i2 h
demokratycznym	d e m o k r a t i2 tS n i2 m
demokratyczną	d e m o k r a t i2 tS n oc5
demokratów	d e m o k r a t u v
demokratą	d e m o k r a t oc5
demoniczne	d e m o n i tS n e
demonstracje	d e m o n s t r a c j e
demonstracji	d e m o n s t r a c j i
demonstrującymi	d e m o n s t r u j oc5 c i2 m i
demontować	d e m o n t o v a tsj
demoralizacja	d e m o r a l j z a c j a
demoralizacji	d e m o r a l j z a c j i
demoralizuje	d e m o r a l j z u j e
denaro	d e n a r o
denary	d e n a r i2
denerwuje	d e n e r v u j e
deng	d e n g
dent	d e n t
dentystka	d e n t i2 s t k a
dentysty	d e n t i2 s t i2
dentystyczne	d e n t i2 s t i2 tS n e
dentystycznych	d e n t i2 s t i2 tS n i2 h
denuncjowali	d e n u n c j o v a l j
departamentu	d e p a r t a m e n t u
departamenty	d e p a r t a m e n t i2
depczemy	d e p tS e m i2
depolonizacji	d e p o l o n i z a c j i
depozytariuszem	d e p o z i2 t a r j u S e m
depresją	d e p r e s j oc5
deptać	d e p t a tsj
deputowana	d e p u t o v a n a
deputowany	d e p u t o v a n i2
deputowanych	d e p u t o v a n i2 h
der	d e r
derbera	d e r b e r a
dermą	d e r m oc5
derrida	d e r r j d a
desant	d e s a n t
deski	d e s k i
dessau	d e S a u
destabilizacji	d e s t a b i l j z a c j i
destrukcję	d e s t r u k c j e
destrukcyjne	d e s t r u k c i2 j n e
destrukcyjnie	d e s t r u k c i2 j n i e
desygnował	d e s i2 g n o v a w
deszczach	d e S tS a h
deszczu	d e S tS u
deszczyk	d e S tS i2 k
detalicznego	d e t a l j tS n e g o
detaliczni	d e t a l j tS n i
detalicznym	d e t a l j tS n i2 m
detektora	d e t e k t o r a
determinacja	d e t e r m i n a c j a
determinacji	d e t e r m i n a c j i
determinacją	d e t e r m i n a c j oc5
determinację	d e t e r m i n a c j e
detonatory	d e t o n a t o r i2
detonatorów	d e t o n a t o r u v
detroit	d e t r o i t
developerom	d e f e l o p e r o m
devin	d e f i n
devinska	d e f i n s k a
deweloperem	d e v e l o p e r e m
dezaprobaty	d e z a p r o b a t i2
dezorganizują	d e z o r g a n i z u j oc5
dezynfekcji	d e z i2 n f e k c j i
dezynfekcyjne	d e z i2 n f e k c i2 j n e
dezynfekując	d e z i2 n f e k u j oc5 c
dezynfekujący	d e z i2 n f e k u j oc5 c i2
de}ja}	d e j a
dga	d e g i e a
di	d j
diabeł	d j a b e w
diabła	d j a b w a
diagnostycznej	d j a g n o s t i2 tS n e j
diagnoza	d j a g n o z a
diagnozy	d j a g n o z i2
diakon	d j a k o n
diakonów	d j a k o n u v
dialog	d j a l o g
dialogu	d j a l o g u
diament	d j a m e n t
diaspory	d j a s p o r i2
dick	d j c k
diecezjalne	d j e c e z j a l n e
diecezji	d j e c e z j i
dies	d j e s
dietla	d j e t l a
diety	d j e t i2
dijon	d j j o n
disco	d j s c o
dla	d l a
dlaczego	d l a tS e g o
dlatego	d l a t e g o
dlań	d l a n~
dmitrij	d m i t r j j
dna	d e e n a
dna	d n a
dnem	d n e m
dni	d n i
dnia	d n i a
dniach	d n i a h
dniami	d n i a m i
dnie	d n i e
dniem	d n i e m
dnieprem	d n i e p r e m
dniu	d n i u
dno	d n o
do	d o
dobiega	d o b i e g a
dobijać	d o b i j a tsj
dobitnie	d o b i t n i e
dobity	d o b i t i2
dobić	d o b i tsj
dobiły	d o b i w i2
doborowe	d o b o r o v e
doborowej	d o b o r o v e j
doborowych	d o b o r o v i2 h
doboru	d o b o r u
doborze	d o b o Z e
dobra	d o b r a
dobrach	d o b r a h
dobrana	d o b r a n a
dobrać	d o b r a tsj
dobre	d o b r e
dobrego	d o b r e g o
dobrej	d o b r e j
dobrem	d o b r e m
dobro	d o b r o
dobrobycie	d o b r o b i2 tsj e
dobrobyt	d o b r o b i2 t
dobroci	d o b r o tsj i
dobrodziejstw	d o b r o dzj e j s t f
dobrodziejstwa	d o b r o dzj e j s t f a
dobrom	d o b r o m
dobrosz	d o b r o S
dobrosza	d o b r o S a
dobrowolne	d o b r o v o l n e
dobroć	d o b r o tsj
dobry	d o b r i2
dobrych	d o b r i2 h
dobrym	d o b r i2 m
dobrymi	d o b r i2 m i
dobrze	d o b Z e
dobrzy	d o b Z i2
dobrą	d o b r oc5
doby	d o b i2
dobór	d o b u r
dobę	d o b e
docelowo	d o c e l o v o
doceniają	d o c e n i a j oc5
doceniał	d o c e n i a w
docenili	d o c e n i l j
doceniliście	d o c e n i l j sj tsj e
doceniono	d o c e n i o n o
docenić	d o c e n i tsj
dochodach	d o h o d a h
dochodu	d o h o d u
dochody	d o h o d i2
dochodzenia	d o h o dz e n i a
dochodzeniami	d o h o dz e n i a m i
dochodzenie	d o h o dz e n i e
dochodzeniu	d o h o dz e n i u
dochodzi	d o h o dzj i
dochodzić	d o h o dzj i tsj
dochodził	d o h o dzj i w
dochodziło	d o h o dzj i w o
dochodziły	d o h o dzj i w i2
dochodzą	d o h o dz oc5
dochodzących	d o h o dz oc5 c i2 h
dochodzącymi	d o h o dz oc5 c i2 m i
dochodów	d o h o d u v
dochrapali	d o h r a p a l j
dochód	d o h u d
dociec	d o tsj e c
dociekał	d o tsj e k a w
dociekań	d o tsj e k a n~
docieplanych	d o tsj e p l a n i2 h
dociera	d o tsj e r a
docierają	d o tsj e r a j oc5
docieramy	d o tsj e r a m i2
docierać	d o tsj e r a tsj
doczekają	d o tS e k a j oc5
doczekaliśmy	d o tS e k a l j sj m i2
doczekamy	d o tS e k a m i2
doczekać	d o tS e k a tsj
doczekała	d o tS e k a w a
doczekałyby	d o tS e k a w i2 b i2
doczesnego	d o tS e s n e g o
dodaje	d o d a j e
dodajmy	d o d a j m i2
dodają	d o d a j oc5
dodając	d o d a j oc5 c
dodam	d o d a m
dodana	d o d a n a
dodanej	d o d a n e j
dodano	d o d a n o
dodaną	d o d a n oc5
dodatek	d o d a t e k
dodatkach	d o d a t k a h
dodatki	d o d a t k i
dodatkiem	d o d a t k i e m
dodatkowa	d o d a t k o v a
dodatkowe	d o d a t k o v e
dodatkowego	d o d a t k o v e g o
dodatkowej	d o d a t k o v e j
dodatkowo	d o d a t k o v o
dodatkowy	d o d a t k o v i2
dodatkowych	d o d a t k o v i2 h
dodatkowym	d o d a t k o v i2 m
dodatkowymi	d o d a t k o v i2 m i
dodatkową	d o d a t k o v oc5
dodatku	d o d a t k u
dodatków	d o d a t k u v
dodatnie	d o d a t n i e
dodawania	d o d a v a n i a
dodawano	d o d a v a n o
dodawać	d o d a v a tsj
dodać	d o d a tsj
dodał	d o d a w
dodała	d o d a w a
dodało	d o d a w o
dodwa	d o d v a
dofinansowane	d o f i n a n s o v a n e
dofinansowanie	d o f i n a n s o v a n i e
dofinansowano	d o f i n a n s o v a n o
dofinansowując	d o f i n a n s o v u j oc5 c
dofinansowywana	d o f i n a n s o v i2 v a n a
dofinansuje	d o f i n a n s u j e
dogada	d o g a d a
dogadali	d o g a d a l j
dogadanie	d o g a d a n i e
dogadano	d o g a d a n o
dogadać	d o g a d a tsj
dogadały	d o g a d a w i2
dogadujemy	d o g a d u j e m i2
dogaszali	d o g a S a l j
dogmatyzowane	d o g m a t i2 z o v a n e
dogodne	d o g o d n e
dogodnym	d o g o d n i2 m
dogoni	d o g o n i
dogonić	d o g o n i tsj
dojazd	d o j a z d
dojazdowe	d o j a z d o v e
dojazdu	d o j a z d u
dojdzie	d o j dzj e
dojdą	d o j d oc5
dojechać	d o j e h a tsj
dojedzie	d o j e dzj e
dojeździe	d o j e zj dzj e
dojeżdżają	d o j e Z dZ a j oc5
dojeżdżającej	d o j e Z dZ a j oc5 c e j
dojrzałości	d o j Z a w o sj tsj i
dojrzałość	d o j Z a w o sj tsj
dojścia	d o j sj tsj a
dojść	d o j sj tsj
dokonali	d o k o n a l j
dokonaliście	d o k o n a l j sj tsj e
dokonaliśmy	d o k o n a l j sj m i2
dokonana	d o k o n a n a
dokonane	d o k o n a n e
dokonanego	d o k o n a n e g o
dokonanej	d o k o n a n e j
dokonania	d o k o n a n i a
dokonaniach	d o k o n a n i a h
dokonaniami	d o k o n a n i a m i
dokonanie	d o k o n a n i e
dokonano	d o k o n a n o
dokonanych	d o k o n a n i2 h
dokonać	d o k o n a tsj
dokonał	d o k o n a w
dokonała	d o k o n a w a
dokonałem	d o k o n a w e m
dokonały	d o k o n a w i2
dokonuje	d o k o n u j e
dokonują	d o k o n u j oc5
dokonując	d o k o n u j oc5 c
dokonywali	d o k o n i2 v a l j
dokonywaliśmy	d o k o n i2 v a l j sj m i2
dokonywane	d o k o n i2 v a n e
dokonywanie	d o k o n i2 v a n i e
dokonywać	d o k o n i2 v a tsj
dokonywał	d o k o n i2 v a w
dokończono	d o k o n~ tS o n o
dokończyliśmy	d o k o n~ tS i2 l j sj m i2
dokształcają	d o k S t a w c a j oc5
doktor	d o k t o r
doktora	d o k t o r a
doktoracie	d o k t o r a tsj e
doktoranckie	d o k t o r a n c k i e
doktorat	d o k t o r a t
doktoratami	d o k t o r a t a m i
doktorska	d o k t o r s k a
doktryna	d o k t r i2 n a
dokucza	d o k u tS a
dokumencie	d o k u m e n tsj e
dokument	d o k u m e n t
dokumentacji	d o k u m e n t a c j i
dokumentację	d o k u m e n t a c j e
dokumentacyjnych	d o k u m e n t a c i2 j n i2 h
dokumentalny	d o k u m e n t a l n i2
dokumentem	d o k u m e n t e m
dokumentu	d o k u m e n t u
dokumenty	d o k u m e n t i2
dokumentów	d o k u m e n t u v
dokąd	d o k oc5 d
dokładanych	d o k w a d a n i2 h
dokładać	d o k w a d a tsj
dokładał	d o k w a d a w
dokładna	d o k w a d n a
dokładnej	d o k w a d n e j
dokładnie	d o k w a d n i e
dokładniej	d o k w a d n i e j
dokładniejsze	d o k w a d n i e j S e
dokładności	d o k w a d n o sj tsj i
dokładnością	d o k w a d n o sj tsj oc5
dokładny	d o k w a d n i2
dokładnymi	d o k w a d n i2 m i
dolarami	d o l a r a m i
dolary	d o l a r i2
dolarów	d o l a r u v
dolała	d o l a w a
dole	d o l e
doleciawszy	d o l e tsj a v S i2
doliczeniu	d o l j tS e n i u
doliczono	d o l j tS o n o
doliczyć	d o l j tS i2 tsj
dolin	d o l j n
dolinie	d o l j n i e
doliny	d o l j n i2
doliną	d o l j n oc5
dolinę	d o l j n e
dolna	d o l n a
dolne	d o l n e
dolnego	d o l n e g o
dolnej	d o l n e j
dolnośląskim	d o l n o sj l oc5 s k i m
dolny	d o l n i2
dolnym	d o l n i2 m
dolną	d o l n oc5
dom	d o m
domach	d o m a h
domaga	d o m a g a
domagacie	d o m a g a tsj e
domagają	d o m a g a j oc5
domagających	d o m a g a j oc5 c i2 h
domagającą	d o m a g a j oc5 c oc5
domagali	d o m a g a l j
domagamy	d o m a g a m i2
domagać	d o m a g a tsj
domagał	d o m a g a w
domagałem	d o m a g a w e m
domagało	d o m a g a w o
domańska	d o m a n~ s k a
domem	d o m e m
domgosu	d o m g o s u
domieszkami	d o m i e S k a m i
dominacji	d o m i n a c j i
dominację	d o m i n a c j e
dominikanie	d o m i n i k a n i e
dominique	d o m i n i k e
domino	d o m i n o
dominowali	d o m i n o v a l j
dominować	d o m i n o v a tsj
dominowały	d o m i n o v a w i2
dominuje	d o m i n u j e
dominują	d o m i n u j oc5
dominujące	d o m i n u j oc5 c e
dominujący	d o m i n u j oc5 c i2
dominującym	d o m i n u j oc5 c i2 m
domkach	d o m k a h
domku	d o m k u
domków	d o m k u v
domniemanego	d o m n i e m a n e g o
domniemanej	d o m n i e m a n e j
domniemanie	d o m n i e m a n i e
domniemanym	d o m n i e m a n i2 m
domniemywać	d o m n i e m i2 v a tsj
domorosłych	d o m o r o s w i2 h
domowego	d o m o v e g o
domowej	d o m o v e j
domownicy	d o m o v n i c i2
domowników	d o m o v n i k u v
domowy	d o m o v i2
domowych	d o m o v i2 h
domowym	d o m o v i2 m
domowymi	d o m o v i2 m i
domową	d o m o v oc5
domu	d o m u
domy	d o m i2
domykającymi	d o m i2 k a j oc5 c i2 m i
domyślać	d o m i2 sj l a tsj
domyślili	d o m i2 sj l j l j
domyślić	d o m i2 sj l j tsj
domów	d o m u v
donald	d o n a l d
doniesienia	d o n i e sj e n i a
doniesieniach	d o n i e sj e n i a h
doniesienie	d o n i e sj e n i e
doniesieniu	d o n i e sj e n i u
doniesień	d o n i e sj e n~
donikąd	d o n i k oc5 d
donizettiego	d o n i z e t t j e g o
doniósł	d o n i u s w
donosi	d o n o sj i
donosicielstwo	d o n o sj i tsj e l s t f o
donoszone	d o n o S o n e
door	d o o r
dopadł	d o p a d w
dopadła	d o p a d w a
dopasowane	d o p a s o v a n e
dopasować	d o p a s o v a tsj
dopatrują	d o p a t r u j oc5
dopatruję	d o p a t r u j e
dopatrzyć	d o p a t S i2 tsj
dopatrzył	d o p a t S i2 w
dopatrzyła	d o p a t S i2 w a
dopaść	d o p a sj tsj
dopełni	d o p e w n i
dopełniania	d o p e w n i a n i a
dopełnienia	d o p e w n i e n i a
dopełnienie	d o p e w n i e n i e
dopełnieniem	d o p e w n i e n i e m
dopełniono	d o p e w n i o n o
dopełniony	d o p e w n i o n i2
dopełnił	d o p e w n i w
dopełniły	d o p e w n i w i2
dopiero	d o p i e r o
dopinane	d o p i n a n e
dopisali	d o p i s a l j
dopisać	d o p i s a tsj
dopisał	d o p i s a w
dopisek	d o p i s e k
dopisywaniu	d o p i s i2 v a n i u
dopisywał	d o p i s i2 v a w
doposażać	d o p o s a Z a tsj
dopracowaniu	d o p r a c o v a n i u
doprecyzować	d o p r e c i2 z o v a tsj
doprowadzają	d o p r o v a dz a j oc5
doprowadzając	d o p r o v a dz a j oc5 c
doprowadzanie	d o p r o v a dz a n i e
doprowadzenie	d o p r o v a dz e n i e
doprowadzi	d o p r o v a dzj i
doprowadzić	d o p r o v a dzj i tsj
doprowadził	d o p r o v a dzj i w
doprowadziła	d o p r o v a dzj i w a
doprowadziło	d o p r o v a dzj i w o
doprowadziłoby	d o p r o v a dzj i w o b i2
doprowadziły	d o p r o v a dzj i w i2
doprowadzona	d o p r o v a dz o n a
dopuszcza	d o p u S tS a
dopuszczają	d o p u S tS a j oc5
dopuszczając	d o p u S tS a j oc5 c
dopuszczalne	d o p u S tS a l n e
dopuszczalnej	d o p u S tS a l n e j
dopuszczalny	d o p u S tS a l n i2
dopuszczamy	d o p u S tS a m i2
dopuszczania	d o p u S tS a n i a
dopuszczać	d o p u S tS a tsj
dopuszczała	d o p u S tS a w a
dopuszczenia	d o p u S tS e n i a
dopuszczone	d o p u S tS o n e
dopuszczonych	d o p u S tS o n i2 h
dopuścili	d o p u sj tsj i l j
dopuścić	d o p u sj tsj i tsj
dopuścił	d o p u sj tsj i w
dopuściło	d o p u sj tsj i w o
dopuściły	d o p u sj tsj i w i2
dopuśćcie	d o p u sj tsj tsj e
dopytujący	d o p i2 t u j oc5 c i2
dopytywali	d o p i2 t i2 v a l j
dopytywał	d o p i2 t i2 v a w
dopóki	d o p u k i
dopóty	d o p u t i2
dopłaca	d o p w a c a
dopłacać	d o p w a c a tsj
dopłacono	d o p w a c o n o
dopłat	d o p w a t
dopłata	d o p w a t a
dopłatami	d o p w a t a m i
dopłaty	d o p w a t i2
dopływu	d o p w i2 v u
doradca	d o r a d c a
doradcy	d o r a d c i2
doradcze	d o r a d tS e
doradczej	d o r a d tS e j
doradczych	d o r a d tS i2 h
doradców	d o r a d c u v
doradcą	d o r a d c oc5
doradcę	d o r a d c e
doradza	d o r a dz a
doradzamy	d o r a dz a m i2
doradzać	d o r a dz a tsj
doradzał	d o r a dz a w
doradztwa	d o r a dz t f a
doradztwo	d o r a dz t f o
doradzą	d o r a dz oc5
doraźne	d o r a zj n e
doraźnej	d o r a zj n e j
doraźnie	d o r a zj n i e
dorn	d o r n
dorobek	d o r o b e k
dorobkowi	d o r o b k o v i
dorobku	d o r o b k u
doroczne	d o r o tS n e
dorocznego	d o r o tS n e g o
dorocznie	d o r o tS n i e
dorosłe	d o r o s w e
dorosłego	d o r o s w e g o
dorosłych	d o r o s w i2 h
dorosłym	d o r o s w i2 m
dorożkarskie	d o r o Z k a r s k i e
dorożki	d o r o Z k i
dorysowania	d o r i2 s o v a n i a
dorzuca	d o Z u c a
doróżce	d o r u Z c e
doróżkarki	d o r u Z k a r k i
doróżkarskiego	d o r u Z k a r s k i e g o
dosadniejsze	d o s a d n i e j S e
dosięga	d o sj eo5 g a
dosięgło	d o sj eo5 g w o
doskonale	d o s k o n a l e
doskonalsze	d o s k o n a l S e
doskonała	d o s k o n a w a
doskonałe	d o s k o n a w e
doskonałego	d o s k o n a w e g o
doskonałej	d o s k o n a w e j
doskonałości	d o s k o n a w o sj tsj i
doskonały	d o s k o n a w i2
doskonałym	d o s k o n a w i2 m
doskonałymi	d o s k o n a w i2 m i
doskonałą	d o s k o n a w oc5
doskwierające	d o s k f i e r a j oc5 c e
doskwierać	d o s k f i e r a tsj
dossier	d o s sj e r
dostaje	d o s t a j e
dostajemy	d o s t a j e m i2
dostajesz	d o s t a j e S
dostają	d o s t a j oc5
dostali	d o s t a l j
dostaliśmy	d o s t a l j sj m i2
dostanie	d o s t a n i e
dostaniemy	d o s t a n i e m i2
dostaniesz	d o s t a n i e S
dostaną	d o s t a n oc5
